number,name_anglicized,name_latin,title,region_anglicized,region_latin,fief_area,fief_latin,knights,knights_shared,villanos,commendatarios,held_from,held_from_latin,augmentum_knights,augmentum_knights_shared,augmentum_sergeant,augmentum_sergeant_shared,augmentum_crossbow,augmentum_crossbow_shared,augmentum_infantry,augmentum_infantry_shared,location
796,Unfridus Cantalupus,Unfridus Cantalupus,,Salcito,,Salcito,,1,,,,The King,,2,4,,,,,,,
796,Unfridus Cantalupus,Unfridus Cantalupus,,Salcito,,Roccheta,,1,,,,The King,,,,,,,,,,
796,Unfridus Cantalupus,Unfridus Cantalupus,,Salcito,,Castello di Ruvo,,,,,,The King,,,,,,,,,,
796,Unfridus Cantalupus,Unfridus Cantalupus,,Salcito,,Vastafalcone,,,,,,The King,,,,,,,,,,
797,Roger of Guasto,Rogerius de Guasto,,Salcito,,Pietrajannizzera,,0.5,,,,,,0.5,,,,,,,,
797,Roger of Guasto,Rogerius de Guasto,,Salcito,,Petra Arimanni,,,,,,,,,,,,,,,,
798,Rainald of Petrahabundate,Raynaldus de Petrahabundate,,Salcito,,Campolieto,,1,,,,The King,,2,2,,,,,,,
798,Rainald of Petrahabundate,Raynaldus de Petrahabundate,,Salcito,,Frosolone,,3,,,,The King,,6,6,,,,,,,
799,Roger of Molisio,Rogerius de Molisio,,Salcito,,Petrella Tifernina,,3,,,,Hugo filius Acti,,3,6,,,,,,,
799,Roger of Molisio,Rogerius de Molisio,,Salcito,,Montem Petralimprandum,,,,,,Hugo filius Acti,,,,,,,,,,
800,Oderisius son of Manerius,Oderisius filius Manerii,,Salcito,,Morrone del Sannio,,8,,,,Hugo filius Acti,,8,17,,,,,,,
800,Oderisius son of Manerius,Oderisius filius Manerii,,Salcito,,Casacalenda,,,,,,Hugo filius Acti,,,,,,,,,,
801,Altruda once wife (widow) of Thalenasius,Altruda uxor quondam Thalenasii,,Salcito,,Sant'Elia a Pianisi,,1,,,,,,2,2,,,,,,,
802,Matthew,Matheus,,Salcito,,Sprondsino,,1,,,,The King,,1,2,,,,,,,
803,William son of Manerius,Guillelmus filius Manerii,,Salcito,,Montem Aczum,,1,,,,Hugo filius Acti,,1,2,,,,,,,
804,Robert of Mignanello,Robertus de Mignanello,,Salcito,,Mignanellum,,1,,,,Abdenago,,2,2,,,,,,,
804,Robert of Mignanello,Robertus de Mignanello,,Salcito,,Petram fringam,,,,,,Abdenago,,,,,,,,,,
805,Thomas of Piczuto,Thomasius de Piczuto,,Salcito,,Colle Pizzuto,,1,,,,Abdenago,,1,,,,,,,,
851,Hugh of Salerno,Hugi de Salerno,,Aversa,,,,5,,,,Rahonis filii Raelis,,5,,,,,,,,
852,Richard of Barulo,Riccardus de Barulo,,Aversa,,,,4,,,,Rahonis filii Raelis,,4,,,,,,,,
853,Robert of Abalita of Capua,Robbertus de Abalita de Capua,,Aversa,,,,4,,,,Rahonis filii Raelis,,4,,,,,,,,
854,Zoffo of Graniano,Zoffo de Graniano,,Aversa,,,,2,,,,Rahonis filii Raelis,,4,,,,,,,,
855,Rainald of Lilia,Raynaldus de Lilia,,Aversa,,,,2,,,,Rahonis filii Raelis,,4,,,,,,,,
856,Raymus of Cayacza,Raymus de Cayacza,,Aversa,,,,1,,,,Rahonis filii Raelis,,2,,,,,,,,
857,Drogus,Drogus,,Aversa,,,,1,,,,Rahonis filii Raelis,,2,,,,,,,,
858,John Bassi,Johannes Bassi,,Aversa,,,,1,,,,Rahonis filii Raelis,,0,1,,,,,,,
859,Joscelin of Rocca,Joczolinus de Rocca,,Aversa,,,,2,,,,Rahonis filii Raelis,,4,,,,,,,,
860,Philip of St. Archangelus,Philippus sancti Archangeli,,Aversa,,,,1,,,,Rahonis filii Raelis,,2,,,,,,,,
861,Raho of Canalupo,Raho de Canalupo,,Aversa,,,,1,,,,Rahonis filii Raelis,,2,,,,,,,,
862,Landulf,Landulfus,,Aversa,,,,1,,,,Rahonis filii Raelis,,2,,,,,,,,
863,Matthew of Nuceria,Matheus de Nuceria,,Aversa,,,,1,,,,Rahonis filii Raelis,,2,,,,,,,,
864,William Fillarinus,Guillelmus Fillarinus,,Aversa,,Valle ,,2.5,,,,,,2.5,30,1,,,,,,
865,Godfrey Guanancus,Goffridus Guanancus,,Aversa,,Tuffo,,3.5,,,,,,4.5,15,,,,,,,
866,John of Valle,Johannes de Valle,,Aversa,,Valle Quarti,,2,,,,,,4,10,,,,,,,
867,Harvey of Bolicta,Herveus de Bolicta,,Aversa,,,,3,,,,,,6,20,,,,,,,
868,John Francis,Johannes Francisius,,Aversa,,,,2,,,,,,3,10,,,,,,,
869,Harvey of Strachello,Herveus de Strachello,,Aversa,,,,1,,,,Johannes Francisius,,1,,,,,,,,
870,Richard of Capistrello,Riccardus de Capistrello,,Aversa,,,,0,,,,Johannes Francisius,,0,1,,,,,,,
871,Wife of Gerard of Capudasinus,Uxor Girardi Capudasini,,Aversa,,,,0,,,,Johannes Francisius,,1,,,,,,,,
872,Peter Girardi,Petrus Girardi,,Aversa,,,,2,,,,,,4,10,,,,,,,
873,Henry Tiphonie,Henricus Tiphonie,,Aversa,,,,0,,,,Petrus Girardi,,1,,,,,,,,
874,Raul of Casaluccia,Rahul de Casaluccia,,Aversa,,,,0,,,,Petrus Girardi,,1,,,,,,,,
875,Matthew Peregrine,Matheus Peregrinus,,Aversa,,,,0,,,,Petrus Girardi,,1,,,,,,,,
876,Leonard Sorellus,Leonardus Sorellus,,Aversa,,,,2,,,,,,2,,,,,,,,
877,Nicholas of St. Agatha,Nicolaus Sancte Agathes,,Aversa,,,,1,,,,Leonardus Sorellus,,2,,,,,,,,
878,Robert son of Raho,Robbertus filius Raonis,,Aversa,,,,1,,,,Leonardus Sorellus,,2,,,,,,,,
879,William of Pinzone,Guillelmus de Pinzone,,Aversa,,,,2,,,,,,4,,,,,,,,
880,Matthew of Monte,Matheus de Monte,,Aversa,,,,2,,,,,,4,,,,,,,,
882,Americus of Maloleone,Americus de Maloleone,,Aversa,,,,1,,,,,,3,,,,,,,,
883,William of Fraymundo Juvenis (jr?),Guillelmus de Fraymundo Juvenis,,Aversa,,,,3,,,,,,3,,,,,,,,
884,Valentine,Valentinus,,Aversa,,,,1,,,,Guillelmus de Fraymundo Juvenis,,1,,,,,,,,
885,Robert of Avenabulus,Robbertus de Avenabulo,,Aversa,,,,1.5,,,,,,3,,,,,,,,
886,Unfridus of Ribursa,Unfridus de Ribursa,,Aversa,,,,1,,,,,,2,,,,,,,,
887,Robert of Lacerria,Robbertus de Lacerria,,Aversa,,,,0,,,,,,0,1,,,,,,,
888,Jeczelinus (Joscelin?) of Rocca,Jeczelinus de Rocca,,Aversa,,,,3,,,,,,6,20,,,,,,,
889,Richard of Rocca,Riccardus de Rocca,,Aversa,,Cautillonum,,1,,,,,,2,,,,,,,,
890,William Lombardus,Guillelmus Lombardus,,Aversa,,,,1,,,,Jeczelinus de Rocca,,1,,,,,,,,
891,Niel,Niel,,Aversa,,,,1,,,,Jeczelinus de Rocca,,1,,,,,,,,
892,Walter of Molinis,Gualterius de Molinis,,Aversa,,Castelcicala,,17,,,,,,17,120,,,,,,,
893,Godfrey Scallonus,Goffridus Scallonus,,Aversa,,,,2,,,,Gaulterius de Molinis,,4,,,,,,,,
894,Philip of Centura,Philippus de Centura,,Aversa,,,,1,,,,Gaulterius de Molinis,,1,,,,,,,,
895,Wife of Fulco of Petrara,Uxor Fulconis de Petrara,,Aversa,,,,1,,,,Gaulterius de Molinis,,2,,,,,,,,
896,Raul of Capua,Raul de Capua,,Aversa,,,,1,,,,Gaulterius de Molinis,,2,,,,,,,,
897,Ascutinus of Matalono,Ascutinus de Matalono,,Aversa,,Maddaloni,,1,,,,Gaulterius de Molinis,,2,,,,,,,,
898,William son of Augerius,Guillelmus filius Augerii,,Aversa,,Rapara,,1,,,,Gaulterius de Molinis,,1,,,,,,,,
899,Raynon Tosardus,Raynon Tosardus,,Aversa,,Acerra,,1,,,,Gaulterius de Molinis,,2,,,,,,,,
900,Richard Dellie,Riccardus Dellie,,Aversa,,Le Cerra,,2,,,,Gaulterius de Molinis,,0,,,,,,,,
901,Carbonus,Carbonus,,Aversa,,,,0,,,,Gaulterius de Molinis,,5,,,,,,,,
902,John Cacapice,Johannes Cacapice,,Aversa,,,,2,,,,,,4,,,,,,,,
903,Actenulfus and Ligorinus,Actenulfus et Ligorinus,,Aversa,,,,2,,,,Johannes Cacapice,,4,,,,,,,,
904,Peter and Alexander Cacapice,Petrus and Alexandri Cacapice,,Aversa,,Parete,,1,,,,,,2,,,,,,,,
905,Raul son of William of Capua,Raul filius Guillelmi de Capua,,Capua,,Capua,,4,,,,,,12,,,,,,,,
905,Raul son of William of Capua,Raul filius Guillelmi de Capua,,Capua,,Teano,,2,,,,,,,,,,,,,,
905,Raul son of William of Capua,Raul filius Guillelmi de Capua,,Capua,,Ottaviano,,,,,,,,,,,,,,,,
905,Raul son of William of Capua,Raul filius Guillelmi de Capua,,Capua,,S. Maria a Fellino,,,,,,,,,,,,,,,,
906,Robert of Camprava,Robbertus de Camprava,,Capua,,,,2,,,,Raul filius Guillelmi de Capua,,4,,,,,,,,
907,John Gallu,Johannes Gallu,,Capua,,,,1,,,,Raul filius Guillelmi de Capua,,2,,,,,,,,
908,Osmerius,Osmerius,,Capua,,,,1,,,,Raul filius Guillelmi de Capua,,2,,,,,,,,
909,Tancred Belle,Tancredus Belle,,Capua,,,,1,,,,Raul filius Guillelmi de Capua,,2,,,,,,,,
911,John (his) brother,Johannes Frater,,Capua,,Caianello,,2,,,,,,4,10,,,,,,,
912,Pandulf Palatius,Pandulfus Comes Palatii,Count,Capua,,,,2,,,,,,4,10,,,,,,,
913,Dalfinus,Dalfinus,,Capua,,,,1,,,,Pandulfus Comes Palatii,,1,,,,,,,,
914,Landulf brother of Mansonis,Landulfus frater Mansonis,,Capua,,,,1,,,,,,2,20,,,,,,,
916,Aschetinus son of Robert,Aschetinus filius Robberti,,Capua,,Maddaloni,,1,,,,,,2,,,,,,,,
917,Raul son of William,Raul filius Guillelmi,,Capua,,Maddaloni,,1,,,,,,2,,,,,,,,
918,Lodicius,Lodicius,,Somma Vesuviana,,Somma Vesuviana,,1,,,,,,1,,,,,,,,
919,Richard son of Gerard,Riccardus filius Girardi,,Somma Vesuviana,,,,1,,,,,,2,,,,,,,,
919,Donadeus son of Lando,Donadeus filius Landi,,Somma Vesuviana,,,,1,,,,,,2,,,,,,,,
920,Godfrey Angevinus,Goffridus Angevinus,,Somma Vesuviana,,,,3,,,,,,3,,,,,,,,
921,Godfrey Rubeus,Goffridus Rubeus,,Somma Vesuviana,,,,1,,,,,,1,,,,,,,,
922,Rao Lambardus,Rao Lambardus,,Somma Vesuviana,,,,,,,,,,2,,,,,,,,
923,Arvon of Corvay,Arvon de Corvay,,Somma Vesuviana,,,,1,,,,,,1,,,,,,,,
924,John of Bono,Johannes de Bono,,Somma Vesuviana,,,,,,,,,,1,,,,,,,,
925,Bernard,Bernardus ,,Somma Vesuviana,,,,0.5,,,,,,1,,,,,,,,
926,William son of John of Tyano,Guillelmus filius Johannis de Tyano,,Somma Vesuviana,,Teano,,1,,,,Johannis de Caramello,,2,,,,,,,,
927,Robert son of Johelis,Robbertus filius Johelis,,Somma Vesuviana,,,,0.5,,,,,,1,,,,,,,,
928,Alexander of Catanello,Alexander de Catanello,,Somma Vesuviana,,Caianello,,0.5,,,,,,1,,,,,,,,
929,Odo of Marzano,Odo de Marzano,,Somma Vesuviana,,Marzano Appio,,,,,,,,,1,,,,,,,
930,Robert of Nucceria,Robbertus de Nucceria,,Somma Vesuviana,,,,0.5,,,,,,1,,,,,,,,
931,Jonathas,Jonathas,,Somma Vesuviana,,,,0.5,,,,,,1,,,,,,,,
932,Amicus of Reumatrice,Amicus de Reumatrice,,De Suessa,,Sessa Aurunca,,2,,,,,,4,,,,,,,,
932,Amicus of Reumatrice,Amicus de Reumatrice,,De Suessa,,Maddaloni,,1,,,,,,,,,,,,,,
932,Amicus of Reumatrice,Amicus de Reumatrice,,De Suessa,,Pontecorvo,,,,,,,,,,,,,,,,
932,Amicus of Reumatrice,Amicus de Reumatrice,,De Suessa,,Suio,,,,,,,,,,,,,,,,
932,Amicus of Reumatrice,Amicus de Reumatrice,,De Suessa,,Potenza,,1,,,,,,,,,,,,,,
933,Harvey of Polita,Herveus de Polita,,De Suessa,,Sessa Aurunca,,3,,,,,,6,,,,,,,,
934,Actenulfus Casertanus,Actenulfus Casertanus,,De Suessa,,Sessa Aurunca,,1,,,,,,4,,,,,,,,
935,Senebaldus,Senebaldus,,De Suessa,,Sessa Aurunca,,1,,,,,,2,,,,,,,,
936,Robert of Scaleti,Robbertus de Scaleti,,De Suessa,,,,1,,,,,,,1,,,,,,,
937,Terri,Terri,,De Suessa,,Sessa Aurunca,,1,,,,,,2,,,,,,,,
938,Walter of Carta,Gualterius de Carta,,De Suessa,,,,2,,,,,,4,,,,,,,,
939,Graymundus Guallardus,Graymundus Guallardus,,De Suessa,,Sessa Aurunca,,1,,,,,,,1,,,,,,,
940,Walter of Morico,Gualterius de Morico,,De Suessa,,,,1,,,,,,,1,,,,,,,
941,Rao son of Hugo,Rao filius Hugonis,,De Suessa,,,,1,,,,,,,1,,,,,,,
942,Robert of Regina,Robbertus de Regina,,De Suessa,,,,1,,,,,,,1,,,,,,,
943,Godfrey of Maranula,Goffridus de Maranula,,De Suessa,,,,1,,,,,,,1,,,,,,,
944,John of Paulo,Johannes de Paulo,,De Suessa,,,,1,,,,,,,1,,,,,,,
945,Massarus,Massarus,,De Suessa,,,,1,,,,,,,1,,,,,,,
946,John Amalfitanus and Lando Canzanus,Johannes Amalfitanus et Lando Canzanus,,De Suessa,,,,1,,,,,,1,,,,,,,,
947,Berul Taxardus,Berul Taxardus,,Mondragone,,Rocca,,1,,,,,,2,,,,,,,,
948,Paldo of Salerno,Paldo de Salerno,,Mondragone,,Rocca,,,,,,,,,1,,,,,,,
949,Peter of Rustico,Petrus de Rustico,,Mondragone,,Rocca,,1,,,,,,,1,,,,,,,
950,Richard son of John,Riccardus filius Johannis,,Mondragone,,,,1,,,,,,,1,,,,,,,
951,Romeus son of Fredi,Romeus filius Fredi,,Mondragone,,Rocca,,1,,,,,,2,,,,,,,,
952,John son Niel,Johannes filius Nielis,,Mondragone,,Rocca,,1,,,,,,,1,,,,,,,
953,Helias,Helias,,Mondragone,,Rocca,,1,,,,,,,1,,,,,,,
954,Beatrix wife of Paldus Cerronis,Beatrix uxor Paldi Cerronis,,Mondragone,,Rocca,,0.5,,,,,,1,,,,,,,,
955,Novellonus of Bussono,Novellonus de Bussono,,Mondragone,,Ceppaloni,,10,,,,,,27,60,,,,,,,
955,Novellonus of Bussono,Novellonus de Bussono,,Mondragone,,Altavilla Irpina,,3,,,,,,,,,,,,,,
955,Novellonus of Bussono,Novellonus de Bussono,,Mondragone,,Pannarano,,5,,,,,,,,,,,,,,
955,Novellonus of Bussono,Novellonus de Bussono,,Mondragone,,Roccapiemonte,,2,,,,,,,,,,,,,,
955,Novellonus of Bussono,Novellonus de Bussono,,Mondragone,,Penta,,2.25,,,,,,,,,,,,,,
955,Novellonus of Bussono,Novellonus de Bussono,,Mondragone,,San Giovanni,,1,,,,,,,,,,,,,,
956,Guimundus of Bussono,Guimundus de Bussono,,Mondragone,,Cassamarciano,,2,,,,Novellonus de Bussono,,8,20,,,,,,,
956,Guimundus of Bussono,Guimundus de Bussono,,Mondragone,,Rocca Rainola,,1,,,,Novellonus de Bussono,,,,,,,,,,
956,Guimundus of Bussono,Guimundus de Bussono,,Mondragone,,Alife,,1,,,,Novellonus de Bussono,,,,,,,,,,
957,Robert son of John,Robertus filius Johannis,,Mondragone,,Visciano,,4,,,,Novellonus de Bussono,,8,,,,,,,,
957,Robert son of John,Robertus filius Johannis,,Mondragone,,Baiano,,,,,,Novellonus de Bussono,,,,,,,,,,
957,Robert son of John,Robertus filius Johannis,,Mondragone,,Camposano,,,,,,Novellonus de Bussono,,,,,,,,,,
958,Richard Avenante,Riccardus Avenante,,Mondragone,,Sirignano,,1,,,,Novellonus de Bussono,,4,,,,,,,,
959,Malgerius,Malgerius,Count,Mondragone,,Alife,,20,,,,,,39,150,,,,,,,
959,Malgerius,Malgerius,Count,Mondragone,,Presenzano,,4,,,,,,,,,,,,,,
959,Malgerius,Malgerius,Count,Mondragone,,Penta,,2,,,,,,,,,,,,,,
959,Malgerius,Malgerius,Count,Mondragone,,Mignano Monte Lungo,,5,,,,,,,,,,,,,,
960,Polido of Thora,Polido de Thora,,Mondragone,,Conca della Campania,,1,,,,Comes Malgerius,,17,50,,,,,,,
960,Polido of Thora,Polido de Thora,,Mondragone,,Tora e Piccilli,,2,,,,Comes Malgerius,,,,,,,,,,
960,Polido of Thora,Polido de Thora,,Mondragone,,Roccamonfina,,1,,,,Comes Malgerius,,,,,,,,,,
960,Polido of Thora,Polido de Thora,,Mondragone,,S. Mignano Monte Lungo,,,,,,Comes Malgerius,,,,,,,,,,
961,Andrew of Rocca Romana,Andreas de Rocca Romana,,Rocca Romana,,Roccaromana,,3,,,,,,30,50,,,,,,,
961,Andrew of Rocca Romana,Andreas de Rocca Romana,,Rocca Romana,,Pietramelara,,4,,,,,,,,,,,,,,
961,Andrew of Rocca Romana,Andreas de Rocca Romana,,Rocca Romana,,San Felice,,2,,,,,,,,,,,,,,
961,Andrew of Rocca Romana,Andreas de Rocca Romana,,Rocca Romana,,Pietravairano,,5,,,,,,,,,,,,,,
962,Robert of Molinis,Robbertus de Molinis,,Rocca Romana,,Arpaia,,2,,,,,,7,15,,,,,,,
962,Robert of Molinis,Robbertus de Molinis,,Rocca Romana,,Cervinara,,1,,,,,,,,,,,,,,
963,Robert of Principatu,Robbertus de Principatu,,Rocca Romana,,Aversa,,1,,,,,,55,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Caserta Vecchia,,11,,,,,,42,200,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Castel Morrone,,4,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Melizzano,,1,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Bublano,,3,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Telese,,4,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Solopaca,,3,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Valle Comani,,,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Fontana Liri,,2,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Arpino,,7,,,,,,,,,,,,,,
964,Robert Casertanus,Robbertus Casertanus,Count,Rocca Romana,,Monte nigro,,2,,,,,,,,,,,,,,
965,John Garardus Camerarius,Johannes Garardus Camerarius,,Rocca Romana,,Ruviano,,2,,,,Comes Robbertus Casertanus,,10,40,,,,,,,
965,John Garardus Camerarius,Johannes Garardus Camerarius,,Rocca Romana,,Fringillo,,2,,,,Comes Robbertus Casertanus,,,,,,,,,,
965,John Garardus Camerarius,Johannes Garardus Camerarius,,Rocca Romana,,Paterno,,1,,,,Comes Robbertus Casertanus,,,,,,,,,,
965,John Garardus Camerarius,Johannes Garardus Camerarius,,Rocca Romana,,Puglianello,,1,,,,Comes Robbertus Casertanus,,,,,,,,,,
966,Philip of Avenabulo,Philippus de Avenabulo,,Rocca Romana,,Alvignanello,,1,,,,Johanne Garardus Camerarius,,2,,,,,,,,
967,Umfridus son of Simon,Umfridus filius Symonis,,Rocca Romana,,Orcoli,,1,,,,Comes Robbertus Casertanus,,6,,,,,,,,
967,Umfridus son of Simon,Umfridus filius Symonis,,Rocca Romana,,Val Caudina,,1,,,,Comes Robbertus Casertanus,,,,,,,,,,
967,Umfridus son of Simon,Umfridus filius Symonis,,Rocca Romana,,Sevissano,,1,,,,Comes Robbertus Casertanus,,,,,,,,,,
968,Richard of Barulo,Riccardus de Barulo,,Rocca Romana,,Orcoli,,1,,,,Comes Robbertus Casertanus,,2,,,,,,,,
969,John of Valla,Johannes de Valla,,Rocca Romana,,Valle di Maddaloni,,2,,,,Comes Robbertus Casertanus,,4,10,,,,,,,
970,Guntardus,Guntardus,,Rocca Romana,,Comestella,,3.5,,,,Comes Robbertus Casertanus,,9,50,,,,,,,
971,William of Montefuscolo,Guillelmus de Montefuscolo,,Rocca Romana,,Dragoni,,7,,,,,,20,60,,,,,,,
971,William of Montefuscolo,Guillelmus de Montefuscolo,,Rocca Romana,,Baia,,2,,,,,,,,,,,,,,
971,William of Montefuscolo,Guillelmus de Montefuscolo,,Rocca Romana,,Pontelatone,,5,,,,,,,,,,,,,,
971,William of Montefuscolo,Guillelmus de Montefuscolo,,Rocca Romana,,Monte Migulo,,,,,,,,,,,,,,,,
971,William of Montefuscolo,Guillelmus de Montefuscolo,,Rocca Romana,,Squille,,2,,,,,,,,,,,,,,
972,Alexander,Alexander,,Rocca Romana,,Sasso,,1,,,,Guillelmus de Montefuscolo,,2,,,,,,,,
973,Manasseus,Manasseus,,Rocca Romana,,Formicola,,1,,,,Guillelmus de Montefuscolo,,2,,,,,,,,
974,Guimund the Red,Guimundus Russus,,Rocca Romana,,Ailano,,3,,,,,,12,32,,,,,,,
974,Guimund the Red,Guimundus Russus,,Rocca Romana,,Summa,,1,,,,,,,,,,,,,,
974,Guimund the Red,Guimundus Russus,,Rocca Romana,,Aversa,,2,,,,,,,,,,,,,,
975,Quintavalla,Quintavalla,,Rocca Romana,,,,,,,,Guimundus Russus,,1,,,,,,,,
976,Robert of Lixano,Robbertus de Lixano,,Rocca Romana,,,,,,,,Guimundus Russus,,1,,,,,,,,
977,John Guilla,Johannes Guilla,,Rocca Romana,,,,,,,,Guimundus Russus,,1,,,,,,,,
978,William of Sancto Fraymundo,Guillelmus de Sancto Fraymundo,,Rocca Romana,,Limata,,2,,,,,,18,50,,,,,,,
978,William of Sancto Fraymundo,Guillelmus de Sancto Fraymundo,,Rocca Romana,,Guardia San Framondi,,1,,,,,,,,,,,,,,
978,William of Sancto Fraymundo,Guillelmus de Sancto Fraymundo,,Rocca Romana,,Cerreto,,3,,,,,,,,,,,,,,
978,William of Sancto Fraymundo,Guillelmus de Sancto Fraymundo,,Rocca Romana,,Civitella Licinio,,2,,,,,,,,,,,,,,
979,Remus of Caiatia,Raymus de Caiatia,,Rocca Romana,,Caiazzo,,1,,,,,,2,,,,,,,,
980,Barentonis,Barentonis,,Rocca Romana,,Alvignano,,3,,,,,,14,,,,,,,,
980,Barentonis,Barentonis,,Rocca Romana,,Caiazzo,,4,,,,,,,,,,,,,,
980,Barentonis,Barentonis,,Rocca Romana,,Bello Monte,,,,,,,,,,,,,,,,
981,The Wife of Philip of Capua,Uxor Philippi de Capua,,Baronia Feniculi,,Strangolagalli,,1,,,,,,2,,,,,,,,
982,Thomas of Fenuculo,Thomasius de Fenuculo,,Baronia Feniculi,,Finocchio,,2,,,,,,14,15,1,,,,,,
982,Thomas of Fenuculo,Thomasius de Fenuculo,,Baronia Feniculi,,Torrecuso,,2,,,,,,,,,,,,,,
982,Thomas of Fenuculo,Thomasius de Fenuculo,,Baronia Feniculi,,Castelpoto,,1,,,,,,,,,,,,,,
982,Thomas of Fenuculo,Thomasius de Fenuculo,,Baronia Feniculi,,Apollosa,,2,,,,,,,,,,,,,,
982,Thomas of Fenuculo,Thomasius de Fenuculo,,Baronia Feniculi,,Val Candina,,1,,,,,,,,,,,,,,
982,Thomas of Fenuculo,Thomasius de Fenuculo,,Baronia Feniculi,,Torre Palazzo,,2,,,,,,,,,,,,,,
983,William of Rampano,Willelmus de Rampano,,Baronia Feniculi,,Ponte,,3,,,,Thomas de Fenuculo,,8,10,,,,,,,
983,William of Rampano,Willelmus de Rampano,,Baronia Feniculi,,Casalduni,,1,,,,Thomas de Fenuculo,,,,,,,,,,
984,Raul son of Jugolfus,Raul filius Jugolfi,,Baronia Feniculi,,Val Caudina,,1.5,,,,,,3,,,,,,,,
985,Leo of Baro,Leo de Baro,,Mons Sarculus,,Montesarchio,,0.5,,,,,,1,,,,,,,,
986,Robert of Monte Sarculo,Robbertus de Monte Sarculo,,Mons Sarculus,,Montesarchio,,0.5,,,,,,1,,,,,,,,
987,Adam of Tocco,Adam de Tocco,,Milites de Tocco,,Tocco Caudio,,1,,,,,,2,,,,,,,,
988,Fool,Stultus,,Milites de Tocco,,Tocco Caudio,,,,,,,,1,,,,,,,,
989,Achilles,Achilles,,Milites de Tocco,,Tocco Caudio,,,,,,,,1,,,,,,,,
990,Hugolecta,Hugolecta,,Milites de Tocco,,Tocco Caudio,,,,,,,,1,,,,,,,,
991,Peter Ravelli,Petrus Ravelli,,Milites de Tocco,,Tocco Caudio,,2,,,,,,4,,,,,,,,
992,Rayno of Prata,Rayno de Prata,,Milites de Tocco,,S. Angelo Vecchio,,3,,,,,,15,20,,,,,,,
992,Rayno of Prata,Rayno de Prata,,Milites de Tocco,,Prata Sannita,,2,,,,,,,,,,,,,,
992,Rayno of Prata,Rayno de Prata,,Milites de Tocco,,Letino,,1,,,,,,,,,,,,,,
993,Paldus of Zurbano,Paldus de Zurbano,,Milites de Tocco,,Ciorlano,,1,,,,Rayno de Prata,,2,,,,,,,,
994,Godfrey of Gallutio,Goffridus de Gallutio,,Milites de Tocco,,Galuccio,,2,,,,,,8,50,,,,,,,
994,Godfrey of Gallutio,Goffridus de Gallutio,,Milites de Tocco,,Concea della Campania,,1,,,,,,,,,,,,,,
994,Godfrey of Gallutio,Goffridus de Gallutio,,Milites de Tocco,,Camino,,1,,,,,,,,,,,,,,
994,Godfrey of Gallutio,Goffridus de Gallutio,,Milites de Tocco,,Caspoli,,,,,,,,,,,,,,,,
994,Goffridus de Gallutio,Goffridus de Gallutio,,Milites de Tocco,,Messino,,,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Traetto,,7,,,,,,45.5,170,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Itri,,2,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Suio,,2,,,,,,,,,,,,,,
995,Riccardus filius Comitis Goffridi de Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Sperlonga,,2,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Fondi,,8,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Monticelli,,2,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Pastena,,3,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Vallecorsa,,2,,,,,,,,,,,,,,
995,Riccardus filius Comitis Goffridi de Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Lenola,,2,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Gaeta,,3,,,,,,,,,,,,,,
995,Richard son of Count Godfrey of Aquila,Riccardus filius Comitis Goffridi de Aquila,,Comitatus Fundanus,,Pontecorvo,,0.5,,,,,,,,,,,,,,
